source_pdf,source_page,source_table_index,category,subcategory,part,radial_size_normalized,cost_full,cost_empty,mass_full_or_value,mass_empty,max_temp_k_full_or_value,max_temp_k_secondary_or_skin,parameters_json,radial_size,cost,mass_t,mass_t_full,mass_t_empty,max_temp_k,tolerance_g,capacity,capacity_electricity,torque_kn_m,s_a_s_level,electricity_electricity_per_s,oxidizer,liquid_fuel,monopropellant,xenon,ore,fuel,fuel_per_s,thrust_kn,thrust_kn_atm,thrust_kn_vac,twr,twr_atm,twr_vac,twr_full_atm,twr_full_vac,twr_empty_atm,twr_empty_vac,isp_s_atm,isp_s_vac,ablator,antenna_rating,brake_torque_knm,crew_capacity,data_size_mits,deflection_range_deg,deflection_surface_part_percent,deployable,dimensions_m_l,dimensions_m_sd,dimensions_m_w_per_e,ejection_impulse_kgf_s,electricity_electricity_per_mit,electricity_per_mass_electricity_per_s_t,experiment_base_science_value,fuel_consumption_per_s,full_deploy_altitude_m,fully_deployed_diameter,intake_air_initial_per_max,intake_area_m2,inventory_slots,isp_s_empty_atm,isp_s_empty_vac,lift,max_altitude_m,max_length_m,max_motor_speed_m_per_s,max_radius_m,net_transmission_speed_mits_per_s,packed_volume_l,panel_cost_per_m2,panel_mass_t_per_m2,relay_capable,required_crew,required_crew_per_power,scanning_mode,scanning_resource,semi_deploy_pressure_atm,semi_deployed_diameter,stacking_capacity,steerable,tolerance_m_per_s,volume_limit_l,xenon_per_s
Parts - Kerbal Space Program Wiki.pdf,12,14,Command and Control,SAS modules,CH-J3 Fly-By-Wire Avionics Hub,Tiny,5200,,0.08,,2400,,"{""cost"": ""5200"", ""electricity_electricity_per_s"": ""0.03"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2400"", ""radial_size"": ""Tiny"", ""s_a_s_level"": ""3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,5200,0.08,,,2400,50,,,,3,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,13,15,Command and Control,Reaction wheels,Small Inline Reaction Wheel,Tiny,600,,0.05,,2000,,"{""cost"": ""600"", ""electricity_electricity_per_s"": ""0.25 (15 ⚡ /min)"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9"", ""torque_kn_m"": ""5""}",Tiny,600,0.05,,,2000,50,,,5,,0.25 (15 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,13,15,Command and Control,Reaction wheels,Advanced Inline Stabilizer,Small,1200,,0.1,,2000,,"{""cost"": ""1200"", ""electricity_electricity_per_s"": ""0.45 (27 ⚡ /min)"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9"", ""torque_kn_m"": ""15""}",Small,1200,0.1,,,2000,50,,,15,,0.45 (27 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,13,15,Command and Control,Reaction wheels,"Advanced Reaction Wheel Module, Large",Large,2100,,0.2,,2000,,"{""cost"": ""2100"", ""electricity_electricity_per_s"": ""0.6 (36 ⚡ /min)"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9"", ""torque_kn_m"": ""30""}",Large,2100,0.2,,,2000,50,,,30,,0.6 (36 ⚡ /min),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,13,16,Command and Control,RCS thrusters,RV-1X Variable Thruster Block,Radial mounted,30,,0.005,,1500,,"{""cost"": ""30"", ""fuel_per_s"": ""0.01"", ""isp_s_atm"": ""100"", ""isp_s_vac"": ""240"", ""mass_t"": ""0.005"", ""max_temp_k"": ""1500"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""0.1"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,30,0.005,,,1500,50,,,,,,,,,,,,0.01,0.1,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,13,16,Command and Control,RCS thrusters,Place Anywhere 1 Linear RCS Port,Radial mounted,15,,0.001,,1500,,"{""cost"": ""15"", ""fuel_per_s"": ""0.02"", ""isp_s_atm"": ""100"", ""isp_s_vac"": ""240"", ""mass_t"": ""0.001"", ""max_temp_k"": ""1500"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""0.2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,15,0.001,,,1500,50,,,,,,,,,,,,0.02,0.2,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,13,16,Command and Control,RCS thrusters,RV-105 RCS Thruster Block,Radial mounted,45,,0.04,,1500,,"{""cost"": ""45"", ""fuel_per_s"": ""0.11"", ""isp_s_atm"": ""100"", ""isp_s_vac"": ""240"", ""mass_t"": ""0.04"", ""max_temp_k"": ""1500"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""1.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,45,0.04,,,1500,50,,,,,,,,,,,,0.11,1.0,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,13,16,Command and Control,RCS thrusters,Place-Anywhere 7 Linear RCS Port,Radial mounted,25,,0.02,,2600,,"{""cost"": ""25"", ""fuel_per_s"": ""0.21"", ""isp_s_atm"": ""100"", ""isp_s_vac"": ""240"", ""mass_t"": ""0.02"", ""max_temp_k"": ""2600"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""2.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,25,0.02,,,2600,50,,,,,,,,,,,,0.21,2.0,,,,,,,,,,100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,13,16,Command and Control,RCS thrusters,Vernor Engine,Radial mounted,150,,0.08,,2000,,"{""cost"": ""150"", ""fuel_per_s"": ""0.94"", ""isp_s_atm"": ""140"", ""isp_s_vac"": ""260"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""thrust_kn"": ""12.0"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Radial mounted,150,0.08,,,2000,50,,,,,,,,,,,,0.94,12.0,,,,,,,,,,140,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",FL-A10 Adapter,"Tiny, Small",150,,0.05,,2000,,"{""cost"": ""150"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny, Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}","Tiny, Small",150,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",Rockomax Brand Adapter,"Small, Large",500,,0.1,,2000,,"{""cost"": ""500"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Large"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}","Small, Large",500,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",FL-A5 Adapter,"Tiny, Small",100,,0.04,,2000,,"{""cost"": ""100"", ""mass_t"": ""0.04"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny, Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}","Tiny, Small",100,0.04,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",Rockomax Brand Adapter 02,"Large, Small",450,,0.08,,2000,,"{""cost"": ""450"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large, Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""6""}","Large, Small",450,0.08,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",BZ-52 Radial Attachment Point,"Small, Radial mounted",250,,0.04,,2000,,"{""cost"": ""250"", ""mass_t"": ""0.04"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}","Small, Radial mounted",250,0.04,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",Rockomax HubMax Multi-Point Connector,Small,900,,1.5,,2000,,"{""cost"": ""900"", ""mass_t"": ""1.5"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Small,900,1.5,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",Structural Fuselage,Small,380,,0.1,,2000,,"{""cost"": ""380"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""10""}",Small,380,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-200 Stack Bi-Coupler,"Small, Small x 2",400,,0.1,,2000,,"{""cost"": ""400"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Small x 2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""9""}","Small, Small x 2",400,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-1180C Mk1 Stack Tri-Coupler,"Small, Small x 3",680,,0.15,,2000,,"{""cost"": ""680"", ""mass_t"": ""0.15"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Small x 3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}","Small, Small x 3",680,0.15,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-2160C Mk2 Stack Quad-Coupler,"Small, Small x 4",2000,,0.175,,2000,,"{""cost"": ""2000"", ""mass_t"": ""0.175"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small, Small x 4"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}","Small, Small x 4",2000,0.175,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-200L Stack Bi-Adapter,"Large, Small x 2",400,,0.1,,2000,,"{""cost"": ""400"", ""mass_t"": ""0.1"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large, Small x 2"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}","Large, Small x 2",400,0.1,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-300L Stack Tri-Adapter,"Large, Small x 3",600,,0.15,,2000,,"{""cost"": ""600"", ""mass_t"": ""0.15"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large, Small x 3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}","Large, Small x 3",600,0.15,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",TVR-400L Stack Quad-Adapter,"Large, Small x 4",800,,0.2,,2000,,"{""cost"": ""800"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large, Small x 4"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}","Large, Small x 4",800,0.2,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,14,17,Structural,"Adapters, Couplers & Struts",Mk3 Engine Mount,Mk3,2500,,0.7,,2600,,"{""cost"": ""2500"", ""mass_t"": ""0.7"", ""max_temp_k"": ""2600"", ""radial_size"": ""Mk3"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""50""}",Mk3,2500,0.7,,,2600,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",EAS-4 Strut Connector,Radial mounted,42,,0.05,,2000,,"{""cost"": ""42"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""12""}",Radial mounted,42,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Cubic Octagonal Strut,Tiny,16,,0.001,,2000,,"{""cost"": ""16"", ""mass_t"": ""0.001"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,16,0.001,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Octagonal Strut,Tiny,20,,0.001,,2000,,"{""cost"": ""20"", ""mass_t"": ""0.001"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""7""}",Tiny,20,0.001,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Modular Girder Adapter,Small,50,,0.25,,2000,,"{""cost"": ""50"", ""mass_t"": ""0.25"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Small,50,0.25,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Modular Girder Segment,Tiny,25,,0.125,,2000,,"{""cost"": ""25"", ""mass_t"": ""0.125"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,25,0.125,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Modular Girder Segment XL,Tiny,75,,0.375,,2000,,"{""cost"": ""75"", ""mass_t"": ""0.375"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,75,0.375,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",M-Beam 650 I-Beam,Tiny,50,,0.08,,2000,,"{""cost"": ""50"", ""mass_t"": ""0.08"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,50,0.08,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",M-Beam 200 I-Beam,Tiny,25,,0.375,,2000,,"{""cost"": ""25"", ""mass_t"": ""0.375"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,25,0.375,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",M-Beam 200 I-Beam Pocket Edition,Tiny,14,,0.1875,,2000,,"{""cost"": ""14"", ""mass_t"": ""0.1875"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,14,0.1875,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",The Not-Rockomax Micronode,Tiny,25,,0.15,,2000,,"{""cost"": ""25"", ""mass_t"": ""0.15"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""15""}",Tiny,25,0.15,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",M-1x1 Structural Panel,Tiny,30,,0.075,,2000,,"{""cost"": ""30"", ""mass_t"": ""0.075"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,30,0.075,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",M-2x2 Structural Panel,Tiny,90,,0.3,,2000,,"{""cost"": ""90"", ""mass_t"": ""0.3"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""80""}",Tiny,90,0.3,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Small Hardpoint,Radial mounted,60,,0.05,,2000,,"{""cost"": ""60"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""20""}",Radial mounted,60,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
Parts - Kerbal Space Program Wiki.pdf,15,18,Structural,"Beams, panels and radial elements",Structural Pylon,Radial mounted,125,,0.2,,2000,,"{""cost"": ""125"", ""mass_t"": ""0.2"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""70""}",Radial mounted,125,0.2,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
Parts - Kerbal Space Program Wiki.pdf,15,19,Structural,Ground Support,TT18-A Launch Stability Enhancer,Radial mounted,200,,,,2000,,"{""cost"": ""200"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_m_per_s"": ""100""}",Radial mounted,200,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TT-38K Radial Decoupler,Radial mounted,600,,0.025,,2000,,"{""cost"": ""600"", ""ejection_impulse_kgf_s"": ""250"", ""mass_t"": ""0.025"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,600,0.025,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TT-70 Radial Decoupler,Radial mounted,700,,0.05,,2000,,"{""cost"": ""700"", ""ejection_impulse_kgf_s"": ""260"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,700,0.05,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,Hydraulic Detachment Manifold,Radial mounted,770,,0.4,,2000,,"{""cost"": ""770"", ""ejection_impulse_kgf_s"": ""450"", ""mass_t"": ""0.4"", ""max_temp_k"": ""2000"", ""radial_size"": ""Radial mounted"", ""tolerance_g"": ""50"", ""tolerance_m_per_s"": ""8""}",Radial mounted,770,0.4,,,2000,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TD-06 Decoupler,Tiny,150,,0.01,,2000,,"{""cost"": ""150"", ""ejection_impulse_kgf_s"": ""50"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Tiny,150,0.01,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TD-12 Decoupler,Small,200,,0.04,,2000,,"{""cost"": ""200"", ""ejection_impulse_kgf_s"": ""100"", ""mass_t"": ""0.04"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Small,200,0.04,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TD-25 Decoupler,Large,300,,0.16,,2000,,"{""cost"": ""300"", ""ejection_impulse_kgf_s"": ""150"", ""mass_t"": ""0.16"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Large,300,0.16,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TD-37 Decoupler,Extra large,375,,0.36,,2000,,"{""cost"": ""375"", ""ejection_impulse_kgf_s"": ""200"", ""mass_t"": ""0.36"", ""max_temp_k"": ""2000"", ""radial_size"": ""Extra large"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Extra large,375,0.36,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TS-06 Stack Separator,Tiny,215,,0.01,,2000,,"{""cost"": ""215"", ""ejection_impulse_kgf_s"": ""50"", ""mass_t"": ""0.01"", ""max_temp_k"": ""2000"", ""radial_size"": ""Tiny"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Tiny,215,0.01,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TS-12 Stack Separator,Small,275,,0.05,,2000,,"{""cost"": ""275"", ""ejection_impulse_kgf_s"": ""100"", ""mass_t"": ""0.05"", ""max_temp_k"": ""2000"", ""radial_size"": ""Small"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Small,275,0.05,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Parts - Kerbal Space Program Wiki.pdf,16,20,Coupling,Decoupler and separator,TS-25 Stack Separator,Large,400,,0.21,,2000,,"{""cost"": ""400"", ""ejection_impulse_kgf_s"": ""150"", ""mass_t"": ""0.21"", ""max_temp_k"": ""2000"", ""radial_size"": ""Large"", ""tolerance_g"": ""150"", ""tolerance_m_per_s"": ""6""}",Large,400,0.21,,,2000,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
